variable,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1
read,6.3e-05,1.6e-05,0.0,1.7e-05,0.0,0.000139,0.000143,2e-06,0.0,2.1e-05,4e-05,7.4e-05,7.1e-05,0.000118,9.4e-05,0.000269,1.6e-05,2.7e-05,5.1e-05,0.000368,1e-05
readGen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
read_data,0.0,5e-06,0.0,0.000189,7.6e-05,0.0,0.0,0.0,0.0,0.0,1.3e-05,2e-05,3.7e-05,0.0,0.000277,0.0,4.7e-05,2.5e-05,0.000124,6.7e-05,7e-05
read_ints,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
read_line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1e-05,0.0,0.0,2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0
readil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
readint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
readints,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rear,0.000238,6.8e-05,1.5e-05,8e-06,0.0,0.0,0.000782,0.0,0.0,0.0,1.2e-05,0.0,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
record,0.001222,0.00142,0.001073,0.001862,0.004395,0.00303,0.003739,0.001368,0.000682,0.001609,0.001282,0.00233,0.001398,0.000824,0.003034,0.001086,0.001541,0.000786,0.001283,0.001494,0.001818
rect_set,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reduce,1.1e-05,5.4e-05,4e-05,0.000232,1e-05,0.000334,7.7e-05,7.4e-05,0.000222,0.000377,0.000138,3.3e-05,0.000157,0.0,3.3e-05,6.8e-05,0.000104,1.7e-05,5.3e-05,0.000186,2.6e-05
ref,0.001607,0.002676,0.001163,0.004145,0.004663,0.002988,0.003073,0.001887,0.002716,0.00329,0.003526,0.003187,0.002275,0.002663,0.003553,0.004122,0.002433,0.003596,0.002665,0.001633,0.00386
refill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reg,0.001683,0.002081,0.003771,0.00189,0.001412,0.002135,0.001768,0.003775,0.002327,0.002509,0.001445,0.002066,0.00324,0.001009,0.002082,0.001567,0.000895,0.00145,0.001757,0.001482,0.001485
region,0.001211,0.000798,0.001576,0.000747,0.000588,0.000222,0.000672,0.000454,0.000931,0.000809,0.001592,0.000382,0.000738,0.0001,0.00059,0.000351,0.000686,0.001006,0.00116,0.00034,0.000483
rel,0.001583,0.001368,0.00103,0.002522,0.000902,0.001884,0.001728,0.001343,0.001551,0.001935,0.000762,0.001129,0.002679,0.000849,0.00114,0.000823,0.00155,0.000996,0.000495,0.000625,0.001204
relative_distance,0.0,0.0,0.0,0.0,0.0,3.4e-05,0.0,0.0,0.0,0.0,0.000184,0.0,0.0,0.0,0.0,2.1e-05,1.9e-05,0.0,1.7e-05,0.0,6e-06
relevant_factors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rels_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rem,2.8e-05,0.000246,0.000611,0.000596,9.5e-05,0.000862,0.0,0.000206,0.000553,9.2e-05,9.4e-05,0.000501,2.4e-05,0.000602,0.000108,0.000755,0.00088,0.0001,0.00073,0.000901,0.000646
remain,0.0,6.4e-05,0.000146,9.8e-05,0.000268,0.000645,8e-06,3.2e-05,0.00142,8.6e-05,5.9e-05,0.000583,0.00021,0.000251,0.000135,0.000126,0.00054,0.000449,0.00025,5e-06,5.6e-05
remainder,0.001109,9e-05,0.000252,0.000466,0.000375,0.000395,0.000277,0.000433,0.000143,0.000388,0.000735,0.000505,0.000973,0.000825,0.000571,0.001025,0.001145,0.00119,0.000601,0.001651,0.001365
remaining,0.000302,0.000548,5.1e-05,0.001823,0.000838,0.000549,0.00056,0.00058,0.000412,0.000835,0.000783,0.000927,0.000273,0.000566,0.000348,0.000652,0.000807,0.000494,0.000179,0.000721,0.000703
remove,0.00063,0.00025,0.000672,0.000405,0.000692,0.000883,0.000914,0.000251,0.001002,8.9e-05,0.00022,0.000373,0.000743,0.000249,2.4e-05,0.000312,0.000355,0.000167,0.000542,0.000471,0.00016
remove_digits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,1.9e-05,0.0,0.0,0.0,0.0,0.0,0.0
removed,0.000397,0.000124,2.3e-05,2.1e-05,9.2e-05,0.000692,0.000186,0.000292,0.000896,9.1e-05,0.0,0.0002,0.000269,3.7e-05,2.3e-05,6e-05,0.000518,6.3e-05,0.000365,7.9e-05,3.8e-05
reorder,0.0,0.0,0.000194,1.9e-05,3.2e-05,3.3e-05,8e-06,6.9e-05,0.000312,0.0,0.000119,0.0,0.0,0.0,0.000104,0.000272,3.2e-05,0.0,0.000442,2.1e-05,0.000132
repeat,0.000433,0.000671,0.000172,0.000453,0.002787,0.000472,0.00075,0.00073,0.000455,0.000178,0.000355,0.000247,0.000523,0.000748,0.001571,0.000275,0.000796,0.001034,0.000351,0.000292,0.000549
req,0.000359,0.001256,0.000789,0.001146,0.001407,0.001111,0.000549,0.000471,0.000581,0.000524,0.001108,0.000358,0.000587,0.000733,0.000491,0.000487,0.000218,0.001671,0.000371,0.002431,0.00032
reqs,4.5e-05,2.9e-05,3.5e-05,7.7e-05,0.0,5.1e-05,6.9e-05,0.000193,0.000169,1.7e-05,4.7e-05,6.7e-05,7.8e-05,0.000314,7.5e-05,0.000232,5.3e-05,0.000287,0.000279,0.000246,0.000123
requests,3.2e-05,8.5e-05,1.8e-05,0.0,0.000521,0.0,0.000184,4.6e-05,0.0,6e-06,6.6e-05,0.0,1e-06,1.1e-05,0.000307,0.000509,0.000114,0.000789,0.00034,0.000272,0.000623
reread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
res,0.035797,0.035235,0.036296,0.034992,0.035629,0.032496,0.042254,0.040372,0.040291,0.044757,0.038017,0.03922,0.038177,0.035027,0.038002,0.031045,0.037146,0.037466,0.0372,0.037513,0.036944
res1,0.001732,0.000662,0.000194,5e-05,0.000497,0.000437,0.000177,0.000214,0.000233,0.001144,0.000493,0.001029,0.000182,0.000965,0.000176,0.000792,0.000257,0.000534,0.000699,9.4e-05,0.000323
res2,0.001413,0.000731,0.000551,0.000202,0.000687,0.000694,0.000294,0.000237,0.000301,0.000216,0.000795,0.001095,0.000345,0.000685,0.001014,0.000683,0.000795,0.00261,0.000876,0.000353,0.000716
res_b,0.000458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2e-05,0.0,0.000149,0.0,0.000101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resid,7.5e-05,0.000111,0.000428,0.00015,0.000146,0.000284,0.00031,0.000246,7.2e-05,0.000171,5.9e-05,1e-05,0.000112,2e-05,0.000102,7.7e-05,0.000556,6.9e-05,7e-06,0.000121,0.000327
residents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resp,0.000211,0.000193,0.001529,0.000558,0.0008,0.0006,0.000737,0.00036,0.00041,6.1e-05,0.000504,0.000554,0.001199,0.000595,0.000282,0.001008,0.000527,0.000508,0.001674,0.001474,0.002945
response,0.001675,0.002762,0.002594,0.004842,0.003028,0.003403,0.004489,0.00501,0.005969,0.003769,0.003009,0.004973,0.004088,0.007001,0.011227,0.014319,0.016263,0.026726,0.029318,0.035704,0.03803
ress,0.0,0.0,0.0,0.0,0.0,4.5e-05,6.9e-05,0.000136,0.0,9.1e-05,0.000155,6e-06,0.0,0.0,7.8e-05,0.0,0.000106,4.2e-05,8.1e-05,9.5e-05,0.000202
rest,0.000668,0.000417,0.000167,0.000322,0.000322,0.001275,0.000826,0.001963,0.000454,0.000662,0.000299,0.000838,0.000744,0.000405,0.00052,0.000532,0.000451,0.000656,0.000535,0.000934,0.000226
rest_of_bs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restrictions,5e-06,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000106,0.0,0.0,0.0,0.0,0.0
result,0.029086,0.034341,0.035381,0.041683,0.04412,0.037314,0.034792,0.042002,0.036004,0.040876,0.033496,0.040848,0.04024,0.04231,0.040267,0.048474,0.046031,0.048929,0.035026,0.053817,0.049573
result1,0.000779,0.000209,0.000479,0.001266,0.000509,5.5e-05,3.2e-05,7.1e-05,0.000169,7.9e-05,0.000148,6.8e-05,5.2e-05,0.000118,2.5e-05,0.000678,0.000493,0.001237,3e-06,5.5e-05,0.000361
result2,0.000563,0.000222,0.000479,0.000344,0.0017,2.8e-05,4e-05,7.1e-05,0.000185,9.3e-05,0.000177,6.8e-05,0.000229,0.000164,0.000133,0.00064,0.000353,0.001297,2.8e-05,0.000704,0.000498
result_number,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_str,0.001149,0.000293,0.000302,0.000324,0.000131,0.000182,0.000623,0.000215,0.0009,0.000259,0.000302,0.000488,0.000316,0.000123,0.000538,0.000412,0.001234,0.000332,0.000315,0.000984,0.000783
results,0.019814,0.023525,0.024551,0.039997,0.030602,0.034715,0.024846,0.026894,0.026614,0.035499,0.027048,0.026186,0.030728,0.036391,0.030279,0.034947,0.031503,0.040424,0.034677,0.038991,0.036596
ret,0.016715,0.019632,0.01634,0.015337,0.013217,0.017648,0.016547,0.01879,0.016784,0.017587,0.014263,0.016632,0.020265,0.018957,0.013826,0.01952,0.017474,0.015312,0.012694,0.017422,0.017645
retas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retval,0.000964,0.00026,0.000437,0.000338,0.000321,0.000152,9.5e-05,0.000592,0.000307,0.00031,5.8e-05,8.9e-05,6.5e-05,5.9e-05,0.000103,0.000429,0.000729,0.000578,0.000225,0.000438,0.000525
rev,0.000486,0.000805,0.000164,0.0006,3.3e-05,0.000357,0.000611,4.1e-05,5.7e-05,0.000244,0.000537,1.7e-05,0.000385,5.8e-05,6.2e-05,1.7e-05,0.000233,4.8e-05,2e-05,0.000117,0.000257
rev_names,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000144,0.0,0.0,0.0
reversed,3.6e-05,2e-06,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,6.6e-05,0.0,1e-06,0.0,5e-06
revv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rez,3.8e-05,1.3e-05,1.4e-05,0.0,0.001324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000137
rf,0.002212,0.00104,0.000467,0.000379,0.000455,0.001666,0.001046,0.001204,0.001001,0.0012,0.000227,0.000497,0.000461,0.002061,0.000557,0.000989,0.001026,0.000529,0.000163,0.000982,0.000492
rg,1.1e-05,0.000133,0.000107,0.000572,0.000529,0.000257,0.000551,0.000265,0.000231,0.000446,3.6e-05,0.000119,0.000478,6.7e-05,0.000224,0.000302,0.000458,0.000117,0.000992,5.9e-05,0.000221
rht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ri,0.000685,0.000202,0.00032,0.000141,0.000675,0.0,0.000219,0.000174,0.000672,0.000222,0.000518,0.000556,0.000104,0.000318,0.000396,7e-05,0.000414,0.000184,0.000542,4.6e-05,5.6e-05
ria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
right,0.00332,0.004719,0.008746,0.003825,0.00346,0.004833,0.005407,0.00297,0.003533,0.003852,0.004071,0.003749,0.005879,0.004941,0.00495,0.004045,0.00324,0.003877,0.003492,0.005846,0.003121
right_dist,0.0,1.3e-05,8e-06,1.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.2e-05,0.0,0.0,9.5e-05,8e-06,1.3e-05,0.0,0.0,0.0,0.0,0.0
right_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
right_part,0.0,0.0,0.0,0.0,0.000398,0.0,0.000214,0.0,0.0,0.000112,0.00101,0.0,0.0,0.0,3.6e-05,0.0,0.0001,0.000134,0.0,0.0,0.0
right_str,3e-06,0.0,0.0,0.0,0.0,9.6e-05,3.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000494,0.0,0.0,0.0,0.0,0.0,0.0
rightbank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rightbankminusleftbanksquared,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rightbest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rightmost,0.0,0.0,0.0,0.0,6e-06,0.0,0.0,0.0,8.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.000171,0.000222,0.000102,2.6e-05,0.0,0.0,4.6e-05,0.0,0.000143,0.0,0.0,1e-06,0.0,7.9e-05,0.0,0.0,0.000133,9e-06,0.0,3.5e-05
rings,0.000309,0.0,0.0,0.000111,0.0,0.0,0.0,0.000109,0.0,2e-06,0.000184,2.7e-05,0.0,1e-06,6.4e-05,3.3e-05,0.0,8.5e-05,0.0,7.9e-05,1.3e-05
rl,6.6e-05,0.000139,0.000284,0.00054,0.0,0.0,0.00024,0.000877,0.00014,0.000816,0.000114,0.000223,1e-05,0.002096,2.8e-05,0.000259,8.1e-05,0.00019,0.0,0.000139,9.2e-05
rlist,5e-06,1e-05,0.0,0.00011,4.2e-05,0.0,6.2e-05,0.000164,0.0,0.0,0.0,1.1e-05,3e-06,0.0,0.0,0.0,5e-05,4e-06,2.5e-05,0.0,1.5e-05
rm,0.000158,0.000398,0.000153,0.000124,0.000173,0.000175,4.1e-05,0.000496,0.000734,0.000514,0.000968,0.000418,0.000369,0.000297,0.000349,0.000905,0.000524,0.000596,0.001203,0.000452,0.000433
rng,0.002885,0.002653,0.00312,0.004782,0.003225,0.002986,0.002166,0.007845,0.002665,0.003797,0.002786,0.005832,0.003489,0.004181,0.002777,0.004409,0.003024,0.002615,0.005945,0.003616,0.003305
road,0.0,0.0,0.0,0.0,2e-05,2.9e-05,0.0,0.0,0.0,7.7e-05,0.0,0.0,6e-05,0.00132,7e-06,0.000212,0.0,0.000139,0.0,2.5e-05,2.7e-05
rocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rod,0.0,1.3e-05,0.0,0.0,0.0,1.9e-05,2.6e-05,0.0,0.00032,2e-06,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06
rod_indices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rook_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rook_attacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rook_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
room,0.000517,0.0,0.000225,0.000869,0.0,0.000132,0.000825,5.5e-05,0.000169,0.0,1.2e-05,0.0,3.3e-05,6.1e-05,9.5e-05,4e-05,0.000132,1.5e-05,0.0,0.000335,7.7e-05
rooms,0.000101,0.0,2.3e-05,0.000574,0.0,0.0,0.00015,0.000236,4.7e-05,6.9e-05,0.000228,0.0,1.1e-05,0.0,0.000224,0.0,0.0,4.3e-05,0.0,0.000203,0.000124
root,0.008094,0.007934,0.007675,0.009288,0.00798,0.008385,0.013002,0.011842,0.011028,0.012556,0.011457,0.010189,0.012055,0.011983,0.012585,0.009076,0.013831,0.011678,0.010399,0.009389,0.009209
rootlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000144,0.0,0.0,0.0
rootofl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roots,0.000291,7.1e-05,6.2e-05,7.7e-05,0.001446,0.000697,0.000232,0.000327,0.000265,8.7e-05,0.00012,0.000376,0.000149,0.000107,0.000151,9.6e-05,0.000298,0.000349,0.000829,0.0006,1.1e-05
rootson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rotate,0.000135,0.000423,3.4e-05,0.000464,0.001249,0.000363,0.000538,0.000523,5.9e-05,0.000449,0.000367,0.000104,0.000163,0.00044,0.000214,0.000273,0.000103,0.000574,0.000152,0.000242,0.000291
rotate_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rotate_r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rotations,0.000198,0.00075,6.2e-05,0.000685,0.000411,0.000512,0.000444,0.000386,9.3e-05,0.000574,0.001999,0.000293,0.000486,0.000175,0.000648,0.000174,0.00063,0.001104,0.000462,0.000543,0.000436
round,0.00012,0.000105,0.0,1e-06,7.2e-05,0.0,0.000545,2e-06,4.6e-05,0.000123,0.000144,9e-06,0.000389,0.0,0.000178,0.000191,0.000297,0.000163,0.000237,6.8e-05,2e-06
rounds,0.0,0.0,0.000597,0.000627,7.6e-05,3.3e-05,0.00016,3e-06,0.000127,0.000186,0.0,0.0,0.000217,0.0,0.000271,0.000322,0.000419,0.001517,0.000401,0.001555,0.000503
row,0.003887,0.003843,0.007589,0.00633,0.005774,0.00534,0.005752,0.008722,0.007181,0.004554,0.003029,0.004344,0.009292,0.008189,0.00656,0.005726,0.005104,0.01125,0.006084,0.00919,0.008632
row_count,0.0,0.0,0.0,0.0,0.000664,0.0,0.0,0.0,0.0,9e-06,0.0,0.0016,0.0,1e-05,0.0,1.9e-05,6e-06,0.000315,1e-06,5e-06,2e-06
row_ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rows,0.002668,0.005348,0.005328,0.00414,0.003832,0.002276,0.00638,0.006917,0.004747,0.003123,0.001982,0.003109,0.002682,0.008955,0.003489,0.0051,0.004883,0.003022,0.003722,0.004924,0.005222
rowsum,0.003596,0.00204,0.002338,0.001139,0.001954,0.002894,0.00173,0.003529,0.001209,0.001665,0.001567,0.00235,0.002229,0.001774,0.001123,0.003095,0.003118,0.001672,0.001423,0.001272,0.001209
rr,0.000496,0.000899,0.000645,0.00106,0.000921,0.000135,0.000216,0.000997,0.00019,0.000977,3.5e-05,0.001109,0.000451,0.000587,0.000362,0.000934,0.000332,0.000646,0.000704,0.000115,0.0002
rs,0.000869,0.002801,0.002131,0.001814,0.000546,0.00077,0.001731,0.002109,0.003543,0.000841,0.001168,0.000708,0.001505,0.00101,0.002045,0.001668,0.001786,0.002287,0.002662,0.001126,0.002236
rt,0.00074,0.001037,0.001297,0.000626,0.002261,0.001224,0.001567,0.001217,0.001655,0.001142,0.001786,0.002258,0.001038,0.001352,0.000888,0.000911,0.001351,0.000518,0.001456,0.000368,0.002047
rtrans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run,0.000157,0.000476,0.000459,0.000873,0.000417,0.000186,0.002254,0.001232,0.001123,0.001581,0.004134,0.001122,0.003057,0.003543,0.002172,0.001422,0.001085,0.003857,0.002544,0.002893,0.001098
runners,4.3e-05,0.0,3.2e-05,0.0,7e-06,0.000108,0.0,0.0,3.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000137,1e-06,1.3e-05,2e-06,0.0,5e-06
rv,0.000601,0.00024,0.000804,0.001103,0.000558,0.000847,0.000123,0.001225,0.000476,0.000506,0.001236,0.000652,0.000473,0.00115,0.000455,0.000531,0.001075,0.000621,0.001197,0.000673,0.000526
rwh_primes_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rx,0.00088,0.000546,0.000452,0.000512,0.000681,0.000591,0.001347,0.001499,0.000325,0.000536,0.000704,0.000326,0.00104,2.9e-05,0.000531,0.000896,0.000522,0.000219,0.001136,0.000184,0.000212
rx1,0.0,0.0,0.0,0.0,0.0,3.6e-05,0.0,0.000173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rx2,0.0,0.000256,0.0,0.0,0.0,3.6e-05,0.0,0.000116,0.0,9.5e-05,8.1e-05,0.0,0.0,0.0,0.0,0.0,1.9e-05,0.0,0.000173,0.0,5.3e-05
s,0.028898,0.039082,0.032387,0.030987,0.03227,0.031176,0.035056,0.034611,0.027634,0.027927,0.037598,0.028652,0.032259,0.032905,0.028199,0.026694,0.02562,0.02509,0.031515,0.023114,0.030983
s0,0.002564,0.001598,0.00087,0.001324,0.002235,0.001482,0.001556,0.003728,0.000826,0.000913,0.000684,0.000489,0.001308,0.000551,2.6e-05,0.000907,0.000548,0.000748,6.9e-05,0.001545,0.000561
s1,0.006583,0.002931,0.001881,0.003748,0.004134,0.004449,0.00411,0.008835,0.002502,0.003473,0.001671,0.004831,0.0033,0.003807,0.001195,0.002944,0.003338,0.002472,0.002956,0.003101,0.004136
s2,0.003686,0.001465,0.002329,0.002813,0.001955,0.002453,0.003402,0.003878,0.001799,0.004572,0.001354,0.004677,0.002007,0.001361,0.001227,0.00232,0.004112,0.002084,0.002351,0.003045,0.00395
s3,0.000675,0.000242,0.000292,0.001094,0.000604,0.001062,0.002931,0.000542,0.000754,0.00055,0.000685,0.001345,0.000537,0.000271,0.000141,0.000983,0.001784,0.000418,0.000116,0.001046,0.000859
s4,0.00056,0.000202,0.00016,0.000515,0.000225,0.000739,0.002632,0.000456,0.000544,0.000187,0.000316,0.000498,0.000141,0.000119,7.8e-05,0.000684,0.001094,0.000121,9.1e-05,0.000574,0.000165
s_count,0.0,0.0,0.0,0.000304,0.0,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.0,0.0,0.0,0.000173,0.0,0.0,0.0,0.0,0.0
s_to_position,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sa,0.000407,0.000159,0.000587,0.000881,0.000119,0.000325,0.000687,0.001119,0.001222,0.000474,0.000635,0.000273,0.000223,0.001097,0.001051,0.000364,0.000254,0.000221,0.000484,0.000882,0.001091
sa_new,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe,1.3e-05,0.0,4.6e-05,2.9e-05,4.9e-05,4e-05,0.000117,2.2e-05,3.5e-05,3.3e-05,6e-06,1.5e-05,2.8e-05,4.9e-05,0.0,3.2e-05,0.0,1e-05,4e-06,2.1e-05,0.000671
salt,1.4e-05,6.1e-05,0.0,1.9e-05,0.0,1e-05,0.000196,0.0,0.000228,7.3e-05,0.0,1e-05,0.0,0.0,5.8e-05,0.0,0.0001,0.000208,0.0,9e-06,0.0
sampleVariance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
save,0.000277,0.000945,0.00015,0.000667,0.00187,0.001362,0.00085,0.001701,0.00061,0.000304,0.000856,0.000915,0.000341,0.001269,0.000445,0.0007,0.001774,0.000299,0.000852,0.001401,0.00153
sb,0.000405,0.000244,4.5e-05,0.000235,0.000221,0.000458,0.000312,0.000839,0.00014,7.6e-05,2.5e-05,6.5e-05,0.000579,8.8e-05,0.000682,0.000102,0.000105,0.000355,0.000334,0.000272,0.000115
sbegin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc,0.002538,0.000683,0.002488,0.003424,0.004371,0.001853,0.002274,0.001164,0.002396,0.001003,0.00362,0.001334,0.001212,0.001962,0.001975,0.000577,0.000915,0.002284,0.001699,0.001924,0.001547
scheme,0.000295,0.000173,0.0,0.000354,3.4e-05,4.2e-05,0.000369,0.000299,0.000231,4.4e-05,0.000316,0.000168,0.000471,0.000109,0.000237,0.000372,4.8e-05,0.000261,9.2e-05,8.4e-05,0.000298
