Skipped LLM_code/arxiv_dataset/2020/Q1/A-Two-Step-Disentanglement-Method/DisAdvNet.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2023/Q1/region-learner/rtabmap_ros/launch/jfr2018/ethzasl_icp_mapper_sync_gt.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2023/Q1/region-learner/rtabmap_ros/launch/jfr2018/extract_rgbd.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 7)
Skipped LLM_code/arxiv_dataset/2023/Q1/region-learner/rtabmap_ros/launch/jfr2018/sync_path_gt.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 42)
Skipped LLM_code/arxiv_dataset/2023/Q1/region-learner/rtabmap_ros/launch/jfr2018/cartographer_sync_markers_gt.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 41)
Skipped LLM_code/arxiv_dataset/2023/Q1/imbalanced-ensemble/imbens/sampler/base.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/imbalanced-ensemble/imbens/sampler/_over_sampling/_random_over_sampler.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/imbalanced-ensemble/imbens/sampler/_over_sampling/_adasyn.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/imbalanced-ensemble/imbens/sampler/_over_sampling/_smote/filter.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/kdd_aibedo/aibedo/skeleton_framework/spherical_unet/utils/loss_functions.py: unindent does not match any outer indentation level (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2023/Q1/ColossalAI/examples/language/mixtral/performance_evaluator.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/ColossalAI/examples/language/mixtral/data_utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/ColossalAI/examples/language/mixtral/model_utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/ColossalAI/examples/language/deepseek/performance_evaluator.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/ColossalAI/examples/language/deepseek/data_utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/ColossalAI/examples/language/deepseek/model_utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/ColossalAI/examples/language/gpt/gemini/commons/performance_evaluator.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/ColossalAI/examples/language/llama/performance_evaluator.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/ColossalAI/examples/language/llama/data_utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/ColossalAI/examples/language/llama/model_utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/AdaptSky/Sub-6.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 717)
Skipped LLM_code/arxiv_dataset/2023/Q1/AdaptSky/AdaptSky [Commented Version] .py: invalid syntax (<unknown>, line 3)
Skipped LLM_code/arxiv_dataset/2023/Q1/ExecProc_Error_Analysis/MATLAB_Code/Procedural_Analysis/procedural_error_detectionn.py: unexpected indent (<unknown>, line 121)
Skipped LLM_code/arxiv_dataset/2023/Q1/SMC-Bench/Commonsense_Reasoning/examples/adaptive_span/truncated_bptt_lm_task.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/codepod/ui/src/tests/python3.8-grammar.py: expected an indented block after function definition on line 319 (<unknown>, line 321)
Skipped LLM_code/arxiv_dataset/2023/Q1/Sawn/model/flownet_model.py: invalid syntax (<unknown>, line 63)
Skipped LLM_code/arxiv_dataset/2023/Q1/Sawn/model/pose_model.py: invalid syntax (<unknown>, line 244)
Skipped LLM_code/arxiv_dataset/2023/Q1/early-bird/results/sk/sk.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 106)
Skipped LLM_code/arxiv_dataset/2023/Q1/early-bird/results/sk/run_scott_knott.py: Function parameters cannot be parenthesized (<unknown>, line 1043)
Skipped LLM_code/arxiv_dataset/2023/Q1/CRI/run_ds_offset_centroids_stage_inversion.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 102)
Skipped LLM_code/arxiv_dataset/2023/Q1/PIBConv/cnn/train_imagenet.py: invalid syntax (<unknown>, line 183)
Skipped LLM_code/arxiv_dataset/2023/Q1/PIBConv/cnn/test_imagenet.py: invalid syntax (<unknown>, line 96)
Skipped LLM_code/arxiv_dataset/2023/Q1/Rote-DA/downstream/OpenPCDet/pcdet/datasets/kitti/kitti_object_eval_python/evaluate.py: invalid syntax (<unknown>, line 5)
Skipped LLM_code/arxiv_dataset/2023/Q1/MultiViz/structured-framework/private_test_scripts/clevrtrash_json.py: unmatched ')' (<unknown>, line 96)
Skipped LLM_code/arxiv_dataset/2023/Q1/sGLMM/runsGLMM.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 41)
Skipped LLM_code/arxiv_dataset/2023/Q1/sGLMM/model/sGLMM.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 35)
Skipped LLM_code/arxiv_dataset/2023/Q1/sGLMM/model/helpingMethods.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 52)
Skipped LLM_code/arxiv_dataset/2023/Q1/sGLMM/utility/dataLoader.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/src/baselines/run_glue_no_trainer.py: '(' was never closed (<unknown>, line 119)
Skipped LLM_code/arxiv_dataset/2023/Q1/multiobj-scm-cf/src/utils/blackbox-model-train.py: invalid syntax (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2023/Q1/multiobj-scm-cf/src/ml_cfexplainer/utils/blackbox-model-train.py: invalid syntax (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2023/Q1/PVO/VO_Module/thirdparty/tartanair_tools/download_training.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2023/Q1/PVO/VO_Module/thirdparty/eigen/scripts/relicense.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 55)
Skipped LLM_code/arxiv_dataset/2023/Q1/PVO/VO_Module/thirdparty/lietorch/eigen/scripts/relicense.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 55)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/examples/pytorch/text-classification/run_glue_no_trainer.py: '(' was never closed (<unknown>, line 119)
Skipped LLM_code/arxiv_dataset/2023/Q1/Specformer/Graph/small_model.py: unexpected indent (<unknown>, line 247)
Skipped LLM_code/arxiv_dataset/2023/Q1/Specformer/Graph/large_model.py: unexpected indent (<unknown>, line 247)
Skipped LLM_code/arxiv_dataset/2023/Q1/Specformer/Graph/medium_model.py: unexpected indent (<unknown>, line 250)
Skipped LLM_code/arxiv_dataset/2023/Q1/DMF/fairseq/examples/adaptive_span/truncated_bptt_lm_task.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/cpp-net/feature_extractor/train.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/cpp-net/feature_extractor/main_shape.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/cpp-net/cppnet/main_cppnet_pannuke.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/cpp-net/cppnet/distance_loss_sampling_refine_cls.py: unexpected indent (<unknown>, line 52)
Skipped LLM_code/arxiv_dataset/2023/Q1/cpp-net/cppnet/train_sampling_refine_withgt_separate_metric.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/cpp-net/cppnet/main_cppnet_dsb.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/cpp-net/cppnet/train.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/great3sims/__init__.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 178)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/great3sims/run_all_scripts.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/great3sims/mass_produce.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 93)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/great3sims/galaxies.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 428)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/great3sims/builder.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 720)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/analysis/ellipse_videos.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 89)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/example_scripts/coadd_multiepoch.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 155)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/example_scripts/mass_produce_shear.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 81)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/example_scripts/simple_shear.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 179)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/example_scripts/psf_models.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 186)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/tests/test_run.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 116)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/tests/flux_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/tests/galaxy_props.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 133)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/tests/test_bmode_noise.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 80)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/presubmission_script/presubmission.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 161)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/presubmission_script/check_submission.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 67)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/plot_variable_submission.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 85)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/get_md5sums.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 54)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/get_plot_snr_stats.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/test_offsets.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/image_check.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 76)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/compare_md5sums.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/plot_galaxy_badcounts.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 46)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/count_objects.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 68)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/plot_detect_galaxy_snr.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 46)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/fits_verify.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 97)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/validation/test_variable.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 87)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/evaluate.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 638)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/calculate_plot_const_shear_metrics.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 94)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/calculate_variable_cholesky.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/calculate_variable_i3_rg_correlation.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 174)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/calculate_QG3S_var_shear_normalization.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 90)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/tabulate_const_shear_metric_rev1.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 66)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/test_evaluate.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 302)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/tabulate_correlated_const_shear_metric_rev1.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 93)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/tabulate_variable_shear_metric_rev1.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 67)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/calculate_const_i3_rg_correlation.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 94)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/calculate_variable_covariance_matrix.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 112)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/plot_test_evaluate_metrics.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 81)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/tabulate_correlated_variable_shear_metric_rev1.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 151)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/g3metrics.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 229)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/metrics/calculate_QG10_var_shear_normalization.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 75)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/optical-psfs/space_optical_psf_example.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 50)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/optical-psfs/ground_optical_psf_example.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 54)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/shear-ps/nuisance.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 67)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/atmospsf/great3_atmos_psf.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 302)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/atmospsf/plot_math_pk.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 91)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/galdata/make_fits_catalogs.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 42)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/galdata/training_galaxy_props_real.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 87)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/galdata/check_failure.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/galdata/shape_2comp.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 55)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/galdata/combine_info.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/galdata/training_galaxy_props.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 84)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/galdata/combine_image_info.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2023/Q1/great3-public/inputs/galdata/check_catalog.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 54)
Skipped LLM_code/arxiv_dataset/2023/Q1/GCNet/baseline-mmin/preprocess/tools/denseface/densenet_train.py: invalid syntax (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2023/Q1/GCNet/baseline-mmin/preprocess/tools/denseface/densenet.py: invalid syntax (<unknown>, line 114)
Skipped LLM_code/arxiv_dataset/2023/Q1/SFAGC/classification/SFAGC_cls/pointnet2_utils.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/SFAGC/classification/SFAGC_cls/GraphPool_utils.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/SFAGC/segmentation/SFAGC_seg/pointnet2_utils.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/SFAGC/segmentation/SFAGC_seg/GraphPool_utils.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/SFAGC/segmentation/existing_methods/pointASNL_part_seg/ASNL_utils.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/SFAGC/segmentation/existing_methods/pointASNL_part_seg/pointnet2_utils.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/SFAGC/segmentation/existing_methods/pointnet++_part_seg/pointnet2_utils.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/legacy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/torch_utils/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/torch_utils/persistence.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/torch_utils/misc.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/torch_utils/ops/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/training/dataset.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/training/loss.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/training/augment.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/training/networks.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/training/training_loop.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/dnnlib/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/dnnlib/util.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/metrics/metric_main.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/metrics/frechet_inception_distance.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/metrics/kernel_inception_distance.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/metrics/inception_score.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/metrics/perceptual_path_length.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/metrics/metric_utils.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/DFMGAN/metrics/precision_recall.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q1/uncertainty-baselines/baselines/jft/experiments/vit_l32_plex_finetune.py: expected an indented block after 'if' statement on line 130 (<unknown>, line 131)
Skipped LLM_code/arxiv_dataset/2023/Q1/uncertainty-baselines/baselines/diabetic_retinopathy_detection/experiments/config/vit_l32_be_finetune.py: invalid syntax (<unknown>, line 36)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_missing_tokenization_test/cookiecutter-template-{{cookiecutter.modelname}}/test_tokenization_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 20)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/__init__.py: invalid syntax (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/configuration_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_fast_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_flax_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/to_replace_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 30)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_flax_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q1/MPCFormer/transformers/templates/adding_a_new_example_script/{{cookiecutter.directory_name}}/run_{{cookiecutter.example_shortcut}}.py: invalid syntax (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2023/Q2/multitask_adversarial/scripts/train_unc_multitask.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2023/Q2/multitask_adversarial/scripts/train_baseline.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 47)
Skipped LLM_code/arxiv_dataset/2023/Q2/multitask_adversarial/scripts/train_multitask_adversarial.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 41)
Skipped LLM_code/arxiv_dataset/2023/Q2/multitask_adversarial/scripts/train_random_concept.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 36)
Skipped LLM_code/arxiv_dataset/2023/Q2/multitask_adversarial/lib/mlta.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 611)
Skipped LLM_code/arxiv_dataset/2023/Q2/meta-sc/models/meta_sc/base.py: invalid syntax (<unknown>, line 37)
Skipped LLM_code/arxiv_dataset/2023/Q2/EarlyDepression-MentalRiskES/src/models.py: expected ':' (<unknown>, line 5)
Skipped LLM_code/arxiv_dataset/2023/Q2/PU-EdgeFormer/tf_ops/interpolation/visu_interpolation.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 26)
Skipped LLM_code/arxiv_dataset/2023/Q2/PU-EdgeFormer/tf_ops/interpolation/tf_interpolate_op_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 12)
Skipped LLM_code/arxiv_dataset/2023/Q2/MARL/lib/models/net.py: invalid syntax (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2023/Q2/polysemy-assessment/elmo_vectors/extract_sentences.py: invalid syntax (<unknown>, line 52)
Skipped LLM_code/arxiv_dataset/2023/Q2/polysemy-assessment/pyramid_matching/grid_pyramid_matching.py: unindent does not match any outer indentation level (<unknown>, line 47)
Skipped LLM_code/arxiv_dataset/2023/Q2/CosmoLED/class_LED/CPU.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 218)
Skipped LLM_code/arxiv_dataset/2023/Q2/Revisiting-Dis-vs-Gen-Classifiers/main_simulation.py: invalid syntax (<unknown>, line 67)
Skipped LLM_code/arxiv_dataset/2023/Q2/generative-robustness/sd_finetune/finetune_sd.py: expected an indented block after 'if' statement on line 342 (<unknown>, line 348)
